,Unnamed: 0,Unnamed: 0.1,App,Category,Rating,Reviews,Size,Installs,Price,Content Rating
190,190,201,Facebook Pages Manager,4,4.0,1279184,22.571652379544755,50000000,0.0,0
6132,6132,8073,Secret Codes For Android,25,3.6,6060,22.571652379544755,500000,0.0,0
5696,5696,7554,Technology CM Locker Theme,26,4.4,10093,5.5,1000000,0.0,0
5647,5647,7484,INFAMY RO,18,4.1,2167,3.7,50000,0.0,0
1556,1556,2097,My Little Pony Rainbow Runners,18,4.3,33785,16.0,5000000,0.0,0
6632,6632,8750,Call Blocker & Blacklist,6,4.0,6,4.2,1000,0.0,0
8135,8135,10758,Fingerprint Lock Screen Prank,25,4.1,10786,4.3,1000000,0.0,0
5859,5859,7751,الفاتحون Conquerors,18,4.5,108130,40.0,5000000,0.0,1
5553,5553,7356,Battery HD Pro,25,4.7,17861,22.571652379544755,100000,3.99,0
4896,4896,6370,Keyboard Theme Dusk BK Purple,26,4.5,248,2.8,10000,0.0,3
4157,4157,5419,Kill Shot Bravo: Sniper FPS,17,4.4,579519,99.0,10000000,0.0,3
1029,1029,1327,Pocket Yoga,13,4.4,2107,22.571652379544755,100000,2.99,0
5141,5141,6723,BS CS IT & SE,18,4.6,9,6.9,1000,0.0,0
6257,6257,8252,Ultimate DC Challenge,17,4.5,937,35.0,10000,0.0,0
4928,4928,6407,WebComics,5,4.8,33783,6.4,1000000,0.0,1
1717,1717,2300,Nursing Care Plan NANDA Tables,19,3.0,4,3.4,500,0.99,0
4912,4912,6387,Official Madhuban Murli,16,4.9,301,25.0,10000,0.0,0
5963,5963,7868,CT - DTC Lookup,25,4.1,41,22.571652379544755,10000,0.0,0
5417,5417,7122,CB Fit,13,5.0,1,7.8,10,0.0,0
3986,3986,5202,Picai - Smart AI Camera,22,4.0,529,22.571652379544755,100000,0.0,0
6696,6696,8818,EmuBox - Fast Retro Emulator,17,3.9,1576,43.0,50000,0.0,0
4312,4312,5604,PS4 Second Screen,18,2.4,11773,3.3,1000000,0.0,0
7675,7675,10122,Organizer,27,4.4,936,5.4,50000,2.99,0
7242,7242,9525,SIM Card Info,25,4.1,4234,1.9,1000000,0.0,0
1113,1113,1454,Trulia Real Estate & Rentals,14,4.5,175293,22.571652379544755,10000000,0.0,0
142,142,150,English Grammar Complete Handbook,3,4.6,1435,2.8,500000,0.0,0
4154,4154,5416,PES 2018 PRO EVOLUTION SOCCER,23,4.4,1721943,26.0,10000000,0.0,0
6166,6166,8127,Bank Of Cyprus,11,4.1,1514,12.0,100000,0.0,0
5185,5185,6781,BT Share It,4,4.7,12,13.0,500,0.0,0
702,702,920,A&E - Watch Full Episodes of TV Shows,9,4.0,29706,19.0,1000000,0.0,1
2114,2114,2869,LINE Camera - Photo editor,22,4.3,1517369,22.571652379544755,100000000,0.0,0
2511,2511,3374,"APUS Launcher - Theme, Wallpaper, Hide Apps",26,4.5,5783441,14.0,100000000,0.0,0
3706,3706,4837,Pixel Z Gunner 3D - Battle Survival Fps,17,4.2,11408,96.0,1000000,0.0,1
6043,6043,7962,"Super Resume Builder Pro, CV",4,4.4,244,6.9,1000,4.99,0
3146,3146,4164,G-SHOCK+,16,3.0,4710,22.571652379544755,100000,0.0,0
577,577,759,Learn programming,8,4.1,12733,22.571652379544755,1000000,0.0,0
2870,2870,3776,The Guardian,31,4.7,247992,22.0,5000000,0.0,1
1733,1733,2316,Ovia Fertility Tracker & Ovulation Calculator,19,4.8,53743,13.0,1000000,0.0,0
3502,3502,4606,I Can't Wake Up!,25,4.7,963,3.7,10000,2.99,0
1468,1468,1958,DC Super Hero Girls™,17,4.3,43055,95.0,5000000,0.0,0
5296,5296,6968,RC Monster Truck - Offroad Driving Simulator,17,4.0,38448,27.0,5000000,0.0,0
7836,7836,10306,FD VR Music Videos - MTV Pop and Rap in 360,18,4.9,15,26.0,1000,0.0,0
6860,6860,9028,ZOOKEEPER DX TouchEdition,18,4.2,3195,4.6,100000,0.99,0
1255,1255,1635,Etta Homes,16,4.2,220,15.0,50000,0.0,0
5434,5434,7147,CB Heroes,20,5.0,5,1.8,5,0.0,0
3675,3675,4801,Real Gangster Crime,17,4.3,285814,84.0,10000000,0.0,1
2442,2442,3304,Graphing Calculator,25,3.9,12388,5.3,1000000,0.0,0
6095,6095,8024,Pocket RxTx Free,27,4.1,4513,22.571652379544755,100000,0.0,0
5099,5099,6656,Launcher Oreo 8.1,26,4.5,13466,3.4,500000,0.0,0
6714,6714,8844,DS Thermometer,29,3.7,631,3.0,100000,0.0,0
1328,1328,1722,My Talking Tom,17,4.5,14891223,22.571652379544755,500000000,0.0,0
7235,7235,9516,Sai Baba - Sabka Malik Ek,27,4.9,42,38.0,1000,0.0,0
7751,7751,10215,Cover Camera for FB,22,3.8,742,1.8,100000,0.0,0
5513,5513,7298,CG Wallpapers,18,4.5,11,3.5,500,0.0,3
558,558,736,English with Lingualeo,8,4.7,254519,27.0,5000000,0.0,0
1996,1996,2701,Rossmann PL,21,4.0,15867,22.571652379544755,5000000,0.0,0
834,834,1109,Experian - Free Credit Report,11,4.6,23130,46.0,1000000,0.0,0
4307,4307,5597,WiFi Baby Monitor - NannyCam,30,4.1,29867,1.7,5000000,0.0,0
1107,1107,1448,Apartments & Rentals - Zillow,14,4.2,27386,22.571652379544755,1000000,0.0,0
3868,3868,5013,TV.AE,18,3.9,109,7.5,10000,0.0,0
3137,3137,4154,G-Switch 2,17,4.4,12683,19.0,1000000,0.0,0
4859,4859,6315,BJ-FPV,18,4.2,16,26.0,1000,0.0,0
5030,5030,6553,Bo's Bedtime Story,18,4.2,13,23.0,1000,2.49,0
6324,6324,8360,"Dollar General - Digital Coupons, Ads And More",21,3.9,16678,22.571652379544755,5000000,0.0,0
4330,4330,5628,Coloring Book at Five Nights,18,4.0,532,6.5,100000,0.0,0
3542,3542,4649,U get - Wireless Speed Test,25,4.2,26,2.2,5000,0.0,0
7666,7666,10111,Third Eye,25,4.4,19877,4.5,1000000,0.0,0
6954,6954,9153,Bejeweled Classic,18,4.4,203101,22.571652379544755,5000000,0.0,0
3795,3795,4935,Hi-Smart AC,25,2.2,32,9.4,1000,0.0,0
5165,5165,6759,BSc Ag Entrance Preparation,18,4.4,138,6.2,10000,0.0,0
801,801,1074,Credit Karma,11,4.7,706301,22.571652379544755,10000000,0.0,0
4698,4698,6083,OK K.O.! Lakewood Plaza Turbo,18,4.5,76608,24.0,1000000,0.0,2
6100,6100,8030,Learn Morse Code - G0HYN Learn Morse,6,4.0,27,22.571652379544755,5000,0.0,0
6343,6343,8379,DG-App,25,5.0,1,4.5,500,0.0,0
6253,6253,8247,Injustice 2,17,4.3,504765,36.0,5000000,0.0,1
7383,7383,9724,EP Gem Hunter,17,4.6,79,31.0,1000,0.0,2
7774,7774,10240,Classic FC 64 IN 1,18,4.2,1749,6.2,100000,0.0,0
5079,5079,6621,Blood Pressure - Heartcare,19,4.2,70,1.9,10000,0.0,0
5814,5814,7686,IV Calc CP Calculator Toolkit,25,4.2,242,3.2,10000,0.0,0
5125,5125,6702,BR Series,30,3.9,1016,13.0,50000,0.0,1
6162,6162,8122,Cyprus Bus Companion,32,3.9,112,1.4,10000,0.0,0
5909,5909,7809,Critical Strike CS: Counter Terrorist Online FPS,17,4.3,22773,22.571652379544755,1000000,0.0,3
6640,6640,8761,Dr. Cares - Pet Rescue 911 🐶,18,4.2,14432,35.0,500000,0.0,0
6945,6945,9142,Need for Speed™ No Limits,17,4.4,3344300,22.0,50000000,0.0,2
7296,7296,9591,Nuke Em All,18,3.4,2714,52.0,500000,0.0,3
4618,4618,6000,"BDCast - Bangla Live TV,Radio",18,4.4,7461,31.0,1000000,0.0,0
3813,3813,4954,Adblock Plus for Samsung Internet - Browse safe.,6,4.0,8769,2.1,1000000,0.0,0
7243,7243,9526,Toilet Ek Prem Katha Songs Lyrics in Hindi,18,4.7,3,2.0,1000,0.0,0
5133,5133,6715,True Skateboarding Ride Skateboard Game Freestyle,17,3.8,8175,31.0,1000000,0.0,2
6341,6341,8377,Roland DG Mobile Panel,25,2.8,27,34.0,1000,0.0,0
387,387,460,Mail1Click - Secure Mail,6,4.1,255,1.6,10000,0.0,0
5233,5233,6863,Bacterial vaginosis Treatment - Sexual disease,13,5.0,2,5.9,500,0.0,0
7538,7538,9926,Going Abroad,18,3.0,606,42.0,50000,0.0,2
5535,5535,7328,"Ultimate Public Campgrounds (Over 37,100 in US&CA)",24,4.7,213,6.1,5000,3.99,0
2951,2951,3878,Dog Sim Online: Raise a Family,18,4.6,94989,74.0,5000000,0.0,1
4358,4358,5656,Super Dancer,17,4.1,91667,27.0,1000000,0.0,0
6383,6383,8427,Castle Defense : Invasion,18,4.2,1484,41.0,100000,0.0,0
2734,2734,3635,Weather Radar Widget,29,4.3,18194,3.2,1000000,0.0,0
5386,5386,7079,Filmi Gaane,18,4.4,572,22.571652379544755,100000,0.0,0
4238,4238,5520,Dungeon Boss – Strategy RPG,18,4.4,218881,37.0,5000000,0.0,2
4220,4220,5490,True Skate,23,4.4,129409,73.0,1000000,1.99,0
6431,6431,8484,dk Verk,4,4.4,9,31.0,500,0.0,0
1722,1722,2305,FollowMyHealth®,19,4.6,73118,37.0,1000000,0.0,0
2820,2820,3724,CNN Breaking US & World News,31,4.0,293080,25.0,10000000,0.0,2
1647,1647,2217,Sweet Baby Girl Newborn Baby,18,3.8,36028,50.0,5000000,0.0,0
8044,8044,10617,Jax Sheriff (FL),16,4.2,53,16.0,5000,0.0,0
6999,6999,9208,TNEB Reading,25,4.1,28,2.5,10000,0.0,0
6825,6825,8978,"DW Learn German - A1, A2, B1 and placement test",18,4.3,902,1.8,100000,0.0,0
6664,6664,8786,Dr. Cares - Amy's Pet Clinic 🐈 🐕,18,4.5,3580,60.0,100000,0.0,0
1277,1277,1657,Bubble Shooter,17,4.5,148897,46.0,10000000,0.0,0
4800,4800,6226,BH Patrole,1,4.8,27,2.5,500,0.0,0
7741,7741,10202,Faster for Facebook Lite,20,4.3,24456,4.6,1000000,0.0,1
814,814,1087,Alfa-Bank (Alfa-Bank),11,4.0,44545,22.571652379544755,1000000,0.0,0
2281,2281,3110,World Travel Guide by Triposo,24,4.4,6012,81.0,500000,0.0,0
2973,2973,3917,Wolfify - Be a Werewolf,18,3.8,6760,26.0,500000,0.0,0
3729,3729,4863,6 Pack Promise - Ultimate Abs,13,4.6,18921,22.571652379544755,1000000,0.0,0
3602,3602,4714,BTS V Kim Taehyung Wallpapers Kpop HD New,26,4.8,51,3.4,5000,0.0,0
1066,1066,1367,Runtastic Mountain Bike GPS Tracker,13,4.5,50679,38.0,1000000,0.0,0
7421,7421,9766,ER Assist,27,5.0,3,28.0,10,0.0,0
1488,1488,2005,Super Jabber Jump 3,17,4.3,34494,23.0,5000000,0.0,2
2336,2336,3171,Qatar Airways,24,4.3,11182,62.0,1000000,0.0,0
5118,5118,6688,Dr B R Ambedkar (Jai Bhim),20,4.7,2068,7.5,100000,0.0,0
3088,3088,4071,Eventbrite - Discover popular events & nearby fun,18,4.4,63773,8.8,5000000,0.0,0
7748,7748,10210,Pink Color for Facebook,20,4.1,5285,4.0,500000,0.0,0
6044,6044,7963,Free Resume Builder – CV Maker,4,4.4,25,12.0,5000,0.0,0
7697,7697,10144,EZ-GUI Ground Station,25,4.7,3696,29.0,50000,0.0,0
5263,5263,6913,Bw Events,10,4.4,16,1.7,100,0.0,0
3512,3512,4617,Don't Panic with Andrew J.,3,4.5,124,22.571652379544755,5000,2.99,0
3846,3846,4990,"AE + Aerie: Jeans, Dresses, Swimsuits & Bralettes",21,4.2,20476,28.0,1000000,0.0,0
4167,4167,5429,Soccer Star 2018 Top Leagues · MLS Soccer Games,23,4.6,652940,90.0,10000000,0.0,1
7864,7864,10360,FG Mobile,18,3.3,130,13.0,5000,0.0,0
1666,1666,2246,ASCCP Mobile,19,4.5,63,25.0,10000,9.99,0
56,56,58,Restart Navigator,1,4.0,1403,22.571652379544755,100000,0.0,0
4165,4165,5427,Ultimate Tennis,23,4.3,183004,100.0,10000000,0.0,0
1696,1696,2277,"Muscle Premium - Human Anatomy, Kinesiology, Bones",19,4.2,168,25.0,10000,24.99,0
18,18,19,ibis Paint X,0,4.6,224399,31.0,10000000,0.0,0
324,324,373,Seznam.cz,6,4.3,46702,22.571652379544755,1000000,0.0,0
1150,1150,1497,Living Room Decorating Ideas,14,4.0,4465,5.8,1000000,0.0,0
2559,2559,3423,Tiger Live Wallpaper,26,4.1,77724,7.1,5000000,0.0,1
6568,6568,8677,DP Editor,22,4.3,18,15.0,5000,0.0,1
5944,5944,7847,CA CS Network,18,4.7,160,19.0,5000,0.0,0
6317,6317,8335,DF Glue Board,28,5.0,1,27.0,10,0.0,0
186,186,197,Curriculum vitae App CV Builder Free Resume Maker,4,4.5,4458,3.9,500000,0.0,0
4209,4209,5476,AP Themes for Kustom/KLWP,26,3.6,5,45.0,500,1.49,0
1172,1172,1533,MOMOLAND BBoom BBoom,15,4.6,2580,20.0,100000,0.0,0
1693,1693,2274,"Migraine, Headache Diary HeadApp Pro",19,4.6,156,22.0,500,3.49,0
6634,6634,8755,myGrow,27,4.6,84,23.0,1000,4.29,3
2614,2614,3482,"Evernote – Organizer, Planner for Notes & Memos",27,4.6,1488396,22.571652379544755,100000000,0.0,0
4328,4328,5626,Multiple Videos at Same Time,30,4.4,4706,1.5,1000000,0.0,0
1030,1030,1328,Relax Meditation: Sleep with Sleep Sounds,13,4.4,26540,43.0,1000000,0.0,0
6061,6061,7980,CV Samples 2018,4,4.3,34,26.0,10000,0.0,0
6140,6140,8087,Cy-Fair FCU Mobile Banking,11,4.7,439,13.0,5000,0.0,0
7205,7205,9479,Lily & Leo - Crazy Circus Day,18,3.6,8091,43.0,1000000,0.0,0
7660,7660,10093,EY Digi India Personal Tax,4,4.0,2,1.7,100,0.0,0
1784,1784,2373,5-Minute Clinical Consult,19,4.1,84,6.1,10000,0.0,0
2692,2692,3588,My baby firework,28,3.7,4976,2.8,1000000,0.0,0
2292,2292,3122,GasBuddy: Find Cheap Gas,24,4.6,751551,42.0,10000000,0.0,3
5067,5067,6608,Blood Pressure Log - bpresso.com,19,4.2,5661,22.571652379544755,500000,0.0,0
2515,2515,3378,Apex Launcher,26,4.3,266401,22.571652379544755,10000000,0.0,0
3596,3596,4707,v-view,18,3.6,309,19.0,10000,0.0,0
3736,3736,4872,Daily Ab Workout - Core & Abs Fitness Exercises,13,4.4,44939,22.571652379544755,10000000,0.0,0
8073,8073,10663,F N Bail Bonds,16,3.8,4,14.0,500,0.0,0
7204,7204,9478,Farming Simulator 16,18,4.2,32812,14.0,500000,2.99,0
6049,6049,7968,Resume Builder / CV Maker & Templates,4,4.4,25,7.9,5000,0.0,0
3228,3228,4272,2048 BTS J Hope KPop Puzzle Game,18,4.7,17,2.4,1000,0.0,0
8137,8137,10763,FP Разбитый дисплей,18,4.5,922,22.571652379544755,50000,0.0,0
7500,7500,9862,A+ Gallery - Photos & Videos,22,4.5,223941,22.571652379544755,10000000,0.0,0
2505,2505,3368,Diamond Zipper Lock Screen,26,4.3,71688,12.0,10000000,0.0,0
8134,8134,10757,Fisher-Price® Smart Connect™,25,2.7,422,72.0,50000,0.0,0
4457,4457,5781,Adventure Xpress,18,4.2,24775,30.0,100000,0.0,2
1444,1444,1931,Dude Perfect 2,17,4.5,401425,70.0,10000000,0.0,0
8017,8017,10586,FL Racing Manager 2015 Pro,23,4.4,656,22.0,5000,0.99,0
433,433,519,Single Parent Meet #1 Dating,7,3.5,2593,5.0,500000,0.0,3
6532,6532,8629,"Microsoft To-Do: List, Task & Reminder",27,4.1,14432,16.0,1000000,0.0,0
244,244,260,Start Meeting,4,4.1,308,14.0,50000,0.0,0
2275,2275,3104,Hopper - Watch & Book Flights,24,4.4,52029,22.571652379544755,5000000,0.0,0
4689,4689,6073,Be like Bill Generator,18,4.2,67,6.5,5000,0.0,1
1450,1450,1938,Anger of stick 5 : zombie,17,4.5,549039,23.0,50000000,0.0,1
2493,2493,3356,3D Live Neon Weed Launcher,26,4.5,1724,21.0,100000,0.0,3
5401,5401,7099,California Cameras - Traffic,24,4.0,305,5.4,10000,0.0,0
3999,3999,5219,AI Sight,27,3.5,43,48.0,1000,0.0,0
2547,2547,3411,Best Wallpapers QHD,26,4.4,294701,5.1,10000000,0.0,1
5934,5934,7836,Counter Attack - Multiplayer FPS,17,4.3,112565,32.0,1000000,0.0,1
2896,2896,3821,"T map (te map, T map, navigation)",32,4.2,15681,22.571652379544755,5000000,0.0,0
693,693,911,Investigation Discovery GO,9,4.5,12216,13.0,1000000,0.0,1
5142,5142,6724,BSPlayer ARMv7 VFP CPU support,30,4.3,9966,5.5,1000000,0.0,0
1650,1650,2223,Fun Kid Racing,18,4.0,79667,22.571652379544755,10000000,0.0,0
1185,1185,1551,Wifi Test,15,4.0,8671,3.1,1000000,0.0,0
442,442,528,Adult Dirty Emojis,7,2.8,80,5.5,10000,0.0,1
659,659,874,Talking Angela,9,3.7,1828284,52.0,100000000,0.0,0
2380,2380,3239,Cache Cleaner-DU Speed Booster (booster & cleaner),25,4.5,12759663,15.0,100000000,0.0,0
6925,6925,9112,Files To SD Card Pro,25,4.2,994,2.8,100000,0.0,0
794,794,1067,UBA Mobile Banking,11,4.3,12185,22.571652379544755,1000000,0.0,0
7994,7994,10554,PRO MX MOTOCROSS 2,17,3.8,25275,21.0,5000000,0.0,0
15,15,16,Photo Designer - Write your name with shapes,0,4.7,3632,5.5,500000,0.0,0
1687,1687,2268,Medical terms (OFFLINE),19,4.4,104,38.0,1000,2.99,1
2616,2616,3484,Advanced Task Killer,27,4.4,577059,1.5,50000000,0.0,0
1560,1560,2101,Snoopy's Town Tale - City Building Simulator,18,4.2,47031,58.0,1000000,0.0,0
6798,6798,8947,DV Car Service,32,4.6,10,25.0,100,0.0,0
6012,6012,7929,Firefighters First CU,11,4.8,495,12.0,5000,0.0,0
2454,2454,3316,Hideman VPN,25,4.1,88675,9.6,5000000,0.0,0
6588,6588,8699,Dp for Facebook,20,4.1,56,10.0,5000,0.0,0
2073,2073,2822,Makeup Editor -Beauty Photo Editor & Selfie Camera,22,4.5,3378,30.0,1000000,0.0,3
4794,4794,6219,Diabetes Connect,19,4.5,4027,8.4,100000,0.0,0
5177,5177,6771,BT One Voice anywhere,4,4.5,80,16.0,10000,0.0,0
3254,3254,4305,Magic Tiles - TWICE Edition (K-Pop),17,4.4,2351,62.0,100000,0.0,0
4609,4609,5987,Outdoor Movies BC,10,2.9,7,22.571652379544755,500,0.0,0
5451,5451,7187,РееI Smart Remote MP3 CD Player,25,3.2,27,2.7,5000,0.0,0
2100,2100,2849,YouCam Perfect - Selfie Photo Editor,22,4.5,1579287,22.571652379544755,100000000,0.0,0
5939,5939,7841,My Nexus for CS:S & CS:GO,18,3.6,783,25.0,50000,0.0,1
7202,7202,9476,Booking Revolution,23,4.2,140883,59.0,5000000,0.0,1
3435,3435,4518,ICQ — Video Calls & Chat Messenger,6,4.4,697939,22.571652379544755,10000000,0.0,0
223,223,237,Zenefits,4,4.2,296,14.0,50000,0.0,0
283,283,332,think Comics,5,4.4,1006,19.0,50000,0.0,0
3422,3422,4505,Q Link Wireless Zone,27,4.0,2194,17.0,500000,0.0,0
4444,4444,5766,Call of Duty®: Heroes,17,4.4,1604146,57.0,10000000,0.0,1
535,535,713,Kids Mode,8,3.8,2469,11.0,500000,0.0,0
5202,5202,6799,"BT Dating -Find your match, help cupid, be social",20,4.1,158,26.0,50000,0.0,3
2092,2092,2841,Photo Collage - Layout Editor,22,4.5,285788,46.0,10000000,0.0,0
3667,3667,4790,PLAYBULB X,16,2.9,2160,15.0,100000,0.0,0
6669,6669,8791,Dr Driving Racer,17,4.3,183,68.0,10000,0.0,0
3342,3342,4406,Eat'n Park,16,3.5,292,20.0,50000,0.0,0
1677,1677,2257,ASRA Coags,19,4.4,15,5.8,1000,3.99,0
5220,5220,6836,BU Library,18,3.5,4,21.0,1000,0.0,0
5228,5228,6852,BV,6,5.0,3,1.6,100,0.0,0
4146,4146,5405,Ao Oni2,17,4.1,21223,48.0,1000000,0.0,1
5527,5527,7319,CG Backgrounds,18,4.0,8,3.6,500,0.0,0
4111,4111,5366,I Am Rich,18,3.6,217,4.9,10000,389.99,0
1191,1191,1561,EyeCloud,15,3.1,1267,55.0,100000,0.0,0
473,473,587,Mingle - Online Dating App to Chat & Meet People,7,4.1,15081,38.0,1000000,0.0,3
6428,6428,8481,Visuelles Wörterbuch Audio-App,18,3.1,192,66.0,10000,0.0,0
2136,2136,2896,GoPro (formerly Capture),22,4.0,157506,47.0,10000000,0.0,0
7911,7911,10430,Forgotten Hill: Fall,17,4.4,1063,18.0,50000,0.0,1
5340,5340,7014,SegPlay Mobile Paint by Number,18,3.7,1478,43.0,100000,0.0,0
6906,6906,9086,Hidden Camera Detector,25,3.9,167,2.5,10000,0.0,0
340,340,399,Glide - Video Chat Messenger,6,4.3,350154,22.571652379544755,10000000,0.0,0
4960,4960,6453,BM Wallet,11,4.2,798,29.0,50000,0.0,0
6389,6389,8436,Deck Heroes: Legacy,17,4.7,466495,52.0,10000000,0.0,1
942,942,1230,Kitchen Stories - Recipes & Cooking,12,4.6,22015,22.571652379544755,1000000,0.0,0
7112,7112,9365,Eh Bee Wallpapers HD,26,5.0,4,3.9,100,0.0,0
6547,6547,8652,"Memory Helper - To do list, Notepad, Notes, Memo",27,4.7,7566,4.0,500000,0.0,0
1215,1215,1585,Anime Avatar Creator: Make Your Own Avatar,16,4.2,10944,36.0,1000000,0.0,0
3063,3063,4037,Fruit Ninja®,17,4.3,5091448,41.0,100000000,0.0,0
6078,6078,8001,Canon CameraWindow,22,3.5,12204,6.8,1000000,0.0,0
635,635,850,Blinkist - Nonfiction Books,8,4.1,16103,13.0,1000000,0.0,0
125,125,132,Eyeliner step by step 2018,2,4.3,18,3.2,5000,0.0,0
4393,4393,5702,Avakin Life - 3D virtual world,18,4.4,1275373,91.0,10000000,0.0,1
1748,1748,2331,mySugr: the blood sugar tracker made just for you,19,4.6,21189,36.0,1000000,0.0,0
4594,4594,5969,"Town of Princeton, BC",27,4.8,4,31.0,100,0.0,0
7674,7674,10121,Beach Volleyball 3D,23,4.2,43191,14.0,5000000,0.0,0
4350,4350,5648,Five Nights at Freddy's 3,17,4.7,27856,50.0,100000,2.99,1
3807,3807,4947,AdClear Ad blocker for Samsung,25,4.2,1586,1.5,500000,0.0,0
960,960,1252,Talabat: Food Delivery,12,4.5,116403,22.571652379544755,5000000,0.0,0
6680,6680,8802,Dr. Shogi,17,3.3,19291,5.1,1000000,0.0,0
662,662,877,Radio Javan,9,4.4,46916,4.5,1000000,0.0,0
7143,7143,9400,RUN JUMP RUN-fun games for free,17,4.4,661,42.0,100000,0.0,0
236,236,251,Accounting App - Zoho Books,4,4.5,3079,8.5,100000,0.0,0
5463,5463,7205,Ultra CE calculator,23,4.2,28,7.3,1000,0.0,0
7768,7768,10233,funny Image Comments for FB,20,3.9,19,15.0,5000,0.0,1
3398,3398,4474,Parallel Space - Multiple accounts & Two face,26,4.6,3062845,7.4,100000000,0.0,0
3917,3917,5077,AppLock,25,4.4,4931562,22.571652379544755,100000000,0.0,0
2352,2352,3196,LateRooms: Find Hotel Deals,24,4.1,2419,13.0,1000000,0.0,0
139,139,147,Free Panda Radio Music,3,4.5,418,4.2,100000,0.0,0
7493,7493,9851,MomentCam Cartoons & Stickers,22,4.2,1260143,22.571652379544755,50000000,0.0,0
5416,5416,7119,CB Background - Free HD Wallpaper Images,26,4.1,4538,3.3,1000000,0.0,0
5658,5658,7500,CL Pro App for Craigslist,21,4.0,119,1.3,10000,0.0,0
4311,4311,5603,Image 2 Wallpaper,25,4.3,81668,22.571652379544755,5000000,0.0,0
4076,4076,5330,Quran for All (Al-Huda Int.),18,4.8,6696,5.3,100000,0.0,0
8023,8023,10592,Florida Statutes (FL Code),3,3.2,5,8.2,1000,0.0,0
2628,2628,3496,Security & Privacy,27,4.0,212,10.0,1000000,0.0,0
7795,7795,10262,Birmingham City FC,23,4.5,191,28.0,10000,0.0,0
7489,7489,9847,Hornet - Gay Social Network,20,4.0,163679,22.571652379544755,5000000,0.0,3
4417,4417,5729,Kinot Tisha'a Be'av - Ashkenaz,16,4.5,82,8.7,5000,0.0,0
4768,4768,6185,ePay.bg,11,4.4,2017,2.4,100000,0.0,0
8094,8094,10691,Pin-fo,18,4.6,19,1.6,500,0.0,0
7473,7473,9824,Economic Times : Market News,31,4.3,93708,22.571652379544755,5000000,0.0,0
6847,6847,9006,Hausa Radio,31,4.4,3375,4.2,100000,0.0,0
1134,1134,1477,Good house to buy a house,14,3.8,491,15.0,100000,0.0,0
5996,5996,7913,Commonwealth CU Go Mobile,11,4.3,231,18.0,10000,0.0,0
2634,2634,3502,Wunderlist: To-Do List & Tasks,27,4.6,404617,22.571652379544755,10000000,0.0,0
5225,5225,6849,Bubble Witch 2 Saga,18,4.3,2838064,22.571652379544755,100000000,0.0,0
5144,5144,6726,COMSATS BOOK STORE FOR BS(CS),18,5.0,15,94.0,50,0.0,0
7278,7278,9571,The Holy Rosary,16,4.7,56197,15.0,1000000,0.0,0
3962,3962,5175,Ah! Coins,17,3.4,256,9.1,50000,0.0,0
214,214,225,Secure Folder,4,3.8,14760,8.6,50000000,0.0,0
4649,4649,6032,"Youboox - Livres, BD et magazines",3,3.7,4071,22.571652379544755,500000,0.0,1
3708,3708,4839,Mini DAYZ: Zombie Survival,17,4.1,94661,22.571652379544755,1000000,0.0,1
3238,3238,4284,Keepsafe Photo Vault: Hide Private Photos & Videos,22,4.6,1656808,22.571652379544755,50000000,0.0,0
7106,7106,9357,Inventory & Barcode scanner & WIFI scanner,27,4.6,1880,18.0,50000,1.49,0
4925,4925,6404,Yaoi Novels - Shounen ai Book&fiction,18,3.2,304,4.7,10000,0.0,1
5599,5599,7424,CJ WOW SHOP,21,4.2,2099,4.0,100000,0.0,0
1489,1489,2006,Rush,17,4.6,260651,51.0,10000000,0.0,0
5432,5432,7145,Antenna Tool Premium,25,4.5,14,2.9,500,0.99,0
7315,7315,9613,LocaToWeb - Live GPS tracking,23,4.6,200,3.0,1000,2.49,0
7215,7215,9490,WiFi Tether Router,6,4.2,5599,1.3,100000,2.9,0
1389,1389,1814,Ice Crush 2018 - A new Puzzle Matching Adventure,17,4.6,15403,25.0,1000000,0.0,0
7299,7299,9595,Fun Texas Hold'em Poker,17,4.5,32831,24.0,500000,0.0,1
366,366,437,Mr. Number-Block calls & spam,6,4.2,177263,13.0,10000000,0.0,3
2033,2033,2759,MiniInTheBox Online Shopping,21,3.9,34171,22.571652379544755,1000000,0.0,0
1936,1936,2620,Frontback - Social Photos,20,3.8,19446,22.571652379544755,1000000,0.0,3
642,642,857,Pluto TV - It’s Free TV,9,4.2,28948,22.571652379544755,1000000,0.0,1
6850,6850,9010,RETRO Shocked DW-6000,26,5.0,13,22.571652379544755,100,1.49,0
355,355,423,Web Browser for Android,6,4.1,55098,4.3,1000000,0.0,0
7758,7758,10222,Check Your Visitors on FB ?,20,3.6,40,1.5,5000,0.0,0
5447,5447,7177,CD-Zing,4,3.8,70,22.571652379544755,1000,0.0,0
1739,1739,2322,1800 Contacts - Lens Store,19,4.7,23160,26.0,1000000,0.0,0
5625,5625,7458,CK FFXIV Companion,18,4.3,1364,5.2,100000,0.0,0
2962,2962,3897,Super Mario Run,17,3.7,1221896,70.0,100000000,0.0,0
1055,1055,1355,Fertility Friend Ovulation App,13,4.5,12955,7.2,1000000,0.0,1
4163,4163,5425,Virtual Cigarette Smoking (prank),18,3.7,29838,22.571652379544755,5000000,0.0,3
739,739,1001,Meme Generator,9,4.6,3771,53.0,100000,2.99,3
